"";"cluster";"present_in_n_genomes";"cluster_type_manual";"Afumigatus";"Aoryzae";"Aniger"
"13267";7220;1;"singleton";"AFUA_7G06200";"";""
"13268";7221;1;"singleton";"AFUA_4G14820";"";""
"13269";7225;1;"singleton";"";"AO090010000109";""
"13270";7228;1;"singleton";"AFUA_5G12740";"";""
"13271";7230;1;"singleton";"AFUA_3G08210";"";""
"13272";7233;1;"singleton";"";"AO090009000106";""
"13273";7235;1;"singleton";"";"AO090001000015";""
"13274";7236;1;"singleton";"";"AO090005001194";""
"13275";7239;1;"singleton";"";"AO090001000243";""
"13276";7246;1;"singleton";"AFUA_5G13990";"";""
"13277";7252;1;"singleton";"";"AO090003000024";""
"13278";7257;1;"singleton";"";"AO090113000097";""
"13279";7258;1;"singleton";"";"AO090011000079";""
"13280";7263;1;"singleton";"";"AO090001000090";""
"13281";7264;1;"singleton";"";"AO090103000118";""
"13282";7267;1;"singleton";"";"AO090011000280";""
"13283";7274;1;"singleton";"";"AO090001000406";""
"13284";7277;1;"singleton";"";"AO090102000085";""
"13285";7279;1;"singleton";"";"AO090038000492";""
"13286";7281;1;"singleton";"AFUA_5G08880";"";""
"13287";7284;1;"singleton";"";"AO090003001392";""
"13288";7289;1;"singleton";"";"AO090020000707";""
"13289";7290;1;"singleton";"AFUA_6G03980";"";""
"13290";7293;1;"singleton";"";"AO090124000021";""
"13291";7294;1;"singleton";"AFUA_7G00220";"";""
"13292";7296;1;"singleton";"AFUA_6G02340";"";""
"13293";7297;1;"singleton";"";"AO090026000173";""
"13294";7298;1;"singleton";"AFUA_7G08520";"";""
"13295";7304;1;"singleton";"";"AO090003000596";""
"13296";7307;1;"singleton";"";"AO090005001027";""
"13297";7309;1;"singleton";"";"AO090012000415";""
"13298";7313;1;"singleton";"";"AO090038000043";""
"13299";7314;1;"singleton";"AFUA_5G10310";"";""
"13300";7316;1;"singleton";"AFUA_3G07400";"";""
"13301";7317;1;"singleton";"";"AO090023000847";""
"13302";7318;1;"singleton";"AFUA_8G02380";"";""
"13303";7321;1;"singleton";"";"AO090120000144";""
"13304";7331;1;"singleton";"";"AO090102000612";""
"13305";7334;1;"singleton";"";"AO090005000679";""
"13306";7336;1;"singleton";"AFUA_3G00930";"";""
"13307";7337;1;"singleton";"";"AO090001000029";""
"13308";7338;1;"singleton";"AFUA_4G07900";"";""
"13309";7339;1;"singleton";"";"AO090103000466";""
"13310";7340;1;"singleton";"";"AO090001000210";""
"13311";7344;1;"singleton";"AFUA_5G08230";"";""
"13312";7345;1;"singleton";"";"AO090113000027";""
"13313";7348;1;"singleton";"";"AO090020000381";""
"13314";7349;1;"singleton";"";"AO090003000792";""
"13315";7352;1;"singleton";"AFUA_3G01810";"";""
"13316";7353;1;"singleton";"AFUA_2G14480";"";""
"13317";7355;1;"singleton";"";"AO090012000771";""
"13318";7357;1;"singleton";"";"AO090103000433";""
"13319";7358;1;"singleton";"";"AO090001000046";""
"13320";7359;1;"singleton";"AFUA_5G05580";"";""
"13321";7360;1;"singleton";"AFUA_6G02430";"";""
"13322";7363;1;"singleton";"AFUA_1G06120";"";""
"13323";7367;1;"singleton";"AFUA_3G12930";"";""
"13324";7368;1;"singleton";"";"AO090003001308";""
"13325";7374;1;"singleton";"";"AO090010000405";""
"13326";7382;1;"singleton";"";"AO090023000381";""
"13327";7385;1;"singleton";"";"AO090138000028";""
"13328";7399;1;"singleton";"AFUA_5G14720";"";""
"13329";7400;1;"singleton";"";"AO090009000053";""
"13330";7401;1;"singleton";"";"AO090026000578";""
"13331";7402;1;"singleton";"";"AO090012000340";""
"13332";7407;1;"singleton";"AFUA_3G03230";"";""
"13333";7412;1;"singleton";"";"AO090011000873";""
"13334";7414;1;"singleton";"AFUA_3G00940";"";""
"13335";7415;1;"singleton";"AFUA_3G14690";"";""
"13336";7419;1;"singleton";"AFUA_2G01970";"";""
"13337";7422;1;"singleton";"AFUA_6G08320";"";""
"13338";7425;1;"singleton";"AFUA_5G14150";"";""
"13339";7431;1;"singleton";"";"AO090020000716";""
"13340";7432;1;"singleton";"";"AO090011000223";""
"13341";7436;1;"singleton";"";"AO090102000383";""
"13342";7441;1;"singleton";"";"AO090003000996";""
"13343";7442;1;"singleton";"";"AO090038000132";""
"13344";7444;1;"singleton";"";"AO090005000295";""
"13345";7445;1;"singleton";"";"AO090701000296";""
"13346";7447;1;"singleton";"";"AO090010000167";""
"13347";7449;1;"singleton";"";"AO090023000673";""
"13348";7450;1;"singleton";"";"AO090001000092";""
"13349";7451;1;"singleton";"";"AO090038000450";""
"13350";7453;1;"singleton";"AFUA_6G03500";"";""
"13351";7456;1;"singleton";"AFUA_1G05910";"";""
"13352";7464;1;"singleton";"AFUA_8G06050";"";""
"13353";7473;1;"singleton";"";"AO090011000205";""
"13354";7475;1;"singleton";"";"AO090023000341";""
"13355";7476;1;"singleton";"AFUA_3G12950";"";""
"13356";7477;1;"singleton";"";"AO090023000486";""
"13357";7479;1;"singleton";"AFUA_5G07200";"";""
"13358";7480;1;"singleton";"AFUA_8G02150";"";""
"13359";7481;1;"singleton";"";"AO090020000500";""
"13360";7482;1;"singleton";"AFUA_1G17290";"";""
"13361";7483;1;"singleton";"";"AO090701000483";""
"13362";7485;1;"singleton";"";"AO090001000282";""
"13363";7497;1;"singleton";"";"AO090005001254";""
"13364";7500;1;"singleton";"";"AO090010000620";""
"13365";7504;1;"singleton";"";"AO090001000067";""
"13366";7505;1;"singleton";"";"AO090138000165";""
"13367";7506;1;"singleton";"AFUA_3G08480";"";""
"13368";7507;1;"singleton";"";"AO090038000494";""
"13369";7518;1;"singleton";"AFUA_3G02680";"";""
"13370";7521;1;"singleton";"AFUA_2G14350";"";""
"13371";7524;1;"singleton";"";"AO090005000248";""
"13372";7525;1;"singleton";"AFUA_8G01940";"";""
"13373";7526;1;"singleton";"";"AO090009000039";""
"13374";7527;1;"singleton";"AFUA_1G01670";"";""
"13375";7533;1;"singleton";"";"AO090001000167";""
"13376";7534;1;"singleton";"AFUA_5G01210";"";""
"13377";7535;1;"singleton";"";"AO090026000161";""
"13378";7546;1;"singleton";"";"AO090113000043";""
"13379";7547;1;"singleton";"";"AO090701000301";""
"13380";7549;1;"singleton";"AFUA_6G13970";"";""
"13381";7550;1;"singleton";"AFUA_2G02720";"";""
"13382";7551;1;"singleton";"AFUA_3G02620";"";""
"13383";7558;1;"singleton";"AFUA_8G06700";"";""
"13384";7559;1;"singleton";"";"AO090010000154";""
"13385";7560;1;"singleton";"";"AO090023000015";""
"13386";7562;1;"singleton";"";"AO090026000098";""
"13387";7563;1;"singleton";"";"AO090102000417";""
"13388";7565;1;"singleton";"";"";"1206671"
"13389";7567;1;"singleton";"";"AO090023000290";""
"13390";7570;1;"singleton";"";"AO090005000054";""
"13391";7574;1;"singleton";"AFUA_7G01440";"";""
"13392";7582;1;"singleton";"AFUA_4G14840";"";""
"13393";7583;1;"singleton";"AFUA_4G02680";"";""
"13394";7584;1;"singleton";"";"AO090005000392";""
"13395";7586;1;"singleton";"";"AO090005000018";""
"13396";7587;1;"singleton";"";"AO090023000579";""
"13397";7593;1;"singleton";"";"AO090009000187";""
"13398";7594;1;"singleton";"AFUA_3G03890";"";""
"13399";7595;1;"singleton";"AFUA_3G06230";"";""
"13400";7596;1;"singleton";"";"AO090011000145";""
"13401";7597;1;"singleton";"AFUA_8G01700";"";""
"13402";7603;1;"singleton";"";"";"40111"
"13403";7605;1;"singleton";"";"AO090023000622";""
"13404";7606;1;"singleton";"";"AO090005000747";""
"13405";7608;1;"singleton";"AFUA_2G15110";"";""
"13406";7609;1;"singleton";"AFUA_3G13680";"";""
"13407";7610;1;"singleton";"AFUA_8G02170";"";""
"13408";7617;1;"singleton";"";"AO090010000068";""
"13409";7625;1;"singleton";"";"";"1151111"
"13410";7627;1;"singleton";"AFUA_1G16200";"";""
"13411";7628;1;"singleton";"";"AO090113000156";""
"13412";7634;1;"singleton";"AFUA_4G00330";"";""
"13413";7635;1;"singleton";"";"AO090001000230";""
"13414";7636;1;"singleton";"";"AO090003001535";""
"13415";7637;1;"singleton";"";"AO090009000035";""
"13416";7639;1;"singleton";"";"AO090103000256";""
"13417";7651;1;"singleton";"";"AO090701000506";""
"13418";7653;1;"singleton";"";"AO090010000385";""
"13419";7659;1;"singleton";"AFUA_6G13520";"";""
"13420";7664;1;"singleton";"AFUA_5G03970";"";""
"13421";7666;1;"singleton";"AFUA_2G05700";"";""
"13422";7669;1;"singleton";"";"AO090120000043";""
"13423";7671;1;"singleton";"";"AO090026000241";""
"13424";7681;1;"singleton";"";"AO090010000227";""
"13425";7683;1;"singleton";"";"AO090166000093";""
"13426";7684;1;"singleton";"";"AO090009000014";""
"13427";7685;1;"singleton";"";"AO090012000100";""
"13428";7686;1;"singleton";"AFUA_5G01100";"";""
"13429";7687;1;"singleton";"AFUA_7G08630";"";""
"13430";7688;1;"singleton";"AFUA_3G12210";"";""
"13431";7689;1;"singleton";"";"AO090701000600";""
"13432";7690;1;"singleton";"";"AO090023000403";""
"13433";7691;1;"singleton";"";"AO090009000339";""
"13434";7692;1;"singleton";"";"AO090012000621";""
"13435";7698;1;"singleton";"";"AO090701000251";""
"13436";7702;1;"singleton";"";"AO090308000018";""
"13437";7703;1;"singleton";"";"AO090701000800";""
"13438";7704;1;"singleton";"AFUA_8G07220";"";""
"13439";7714;1;"singleton";"AFUA_5G06915";"";""
"13440";7715;1;"singleton";"AFUA_7G08240";"";""
"13441";7720;1;"singleton";"";"AO090012000920";""
"13442";7722;1;"singleton";"AFUA_2G05810";"";""
"13443";7727;1;"singleton";"";"AO090023000357";""
"13444";7730;1;"singleton";"";"AO090011000221";""
"13445";7731;1;"singleton";"AFUA_8G00980";"";""
"13446";7734;1;"singleton";"";"AO090011000035";""
"13447";7735;1;"singleton";"";"AO090103000177";""
"13448";7743;1;"singleton";"AFUA_5G14030";"";""
"13449";7744;1;"singleton";"AFUA_1G05140";"";""
"13450";7752;1;"singleton";"AFUA_2G17090";"";""
"13451";7754;1;"singleton";"AFUA_5G13790";"";""
"13452";7755;1;"singleton";"";"AO090023000746";""
"13453";7763;1;"singleton";"";"AO090023000048";""
"13454";7765;1;"singleton";"";"AO090010000215";""
"13455";7770;1;"singleton";"";"AO090103000507";""
"13456";7771;1;"singleton";"";"AO090120000193";""
"13457";7772;1;"singleton";"AFUA_8G01060";"";""
"13458";7773;1;"singleton";"";"AO090005001089";""
"13459";7774;1;"singleton";"";"AO090026000003";""
"13460";7778;1;"singleton";"AFUA_2G14690";"";""
"13461";7779;1;"singleton";"";"AO090010000619";""
"13462";7781;1;"singleton";"AFUA_1G16870";"";""
"13463";7790;1;"singleton";"";"AO090020000155";""
"13464";7796;1;"singleton";"";"AO090010000112";""
"13465";7797;1;"singleton";"";"AO090009000165";""
"13466";7798;1;"singleton";"AFUA_7G05900";"";""
"13467";7799;1;"singleton";"AFUA_4G03560";"";""
"13468";7800;1;"singleton";"AFUA_3G11800";"";""
"13469";7801;1;"singleton";"";"AO090120000013";""
"13470";7809;1;"singleton";"AFUA_7G00170";"";""
"13471";7816;1;"singleton";"";"AO090005000325";""
"13472";7821;1;"singleton";"";"AO090701000250";""
"13473";7823;1;"singleton";"";"AO090023000776";""
"13474";7824;1;"singleton";"AFUA_2G17320";"";""
"13475";7825;1;"singleton";"";"";"1012088"
"13476";7832;1;"singleton";"AFUA_3G11310";"";""
"13477";7833;1;"singleton";"";"AO090005000548";""
"13478";7834;1;"singleton";"";"AO090020000264";""
"13479";7838;1;"singleton";"";"AO090011000448";""
"13480";7840;1;"singleton";"AFUA_5G07640";"";""
"13481";7841;1;"singleton";"AFUA_5G01590";"";""
"13482";7847;1;"singleton";"";"AO090166000072";""
"13483";7858;1;"singleton";"";"AO090026000238";""
"13484";7859;1;"singleton";"";"AO090138000104";""
"13485";7864;1;"singleton";"AFUA_4G01310";"";""
"13486";7869;1;"singleton";"";"AO090020000545";""
"13487";7873;1;"singleton";"";"AO090012000103";""
"13488";7874;1;"singleton";"";"AO090011000549";""
"13489";7875;1;"singleton";"AFUA_3G01050";"";""
"13490";7886;1;"singleton";"AFUA_3G12900";"";""
"13491";7892;1;"singleton";"";"AO090102000296";""
"13492";7899;1;"singleton";"";"AO090009000142";""
"13493";7900;1;"singleton";"AFUA_8G00140";"";""
"13494";7911;1;"singleton";"";"AO090012000146";""
"13495";7914;1;"singleton";"";"AO090011000242";""
"13496";7916;1;"singleton";"";"AO090701000802";""
"13497";7917;1;"singleton";"";"AO090012000353";""
"13498";7920;1;"singleton";"AFUA_4G04230";"";""
"13499";7923;1;"singleton";"";"AO090012000220";""
"13500";7925;1;"singleton";"AFUA_7G00740";"";""
"13501";7926;1;"singleton";"";"AO090120000162";""
"13502";7929;1;"singleton";"";"AO090001000057";""
"13503";7933;1;"singleton";"AFUA_4G10260";"";""
"13504";7934;1;"singleton";"";"AO090102000460";""
"13505";7935;1;"singleton";"";"AO090038000147";""
"13506";7936;1;"singleton";"";"AO090001000308";""
"13507";7937;1;"singleton";"";"AO090003001477";""
"13508";7938;1;"singleton";"";"AO090023000370";""
"13509";7940;1;"singleton";"";"AO090103000172";""
"13510";7943;1;"singleton";"AFUA_3G04050";"";""
"13511";7945;1;"singleton";"";"AO090012000352";""
"13512";7946;1;"singleton";"";"AO090206000029";""
"13513";7948;1;"singleton";"AFUA_3G03480";"";""
"13514";7949;1;"singleton";"AFUA_5G14710";"";""
"13515";7950;1;"singleton";"AFUA_2G15390";"";""
"13516";7951;1;"singleton";"";"AO090113000190";""
"13517";7952;1;"singleton";"";"AO090020000641";""
"13518";7956;1;"singleton";"AFUA_4G00200";"";""
"13519";7962;1;"singleton";"AFUA_7G06210";"";""
"13520";7963;1;"singleton";"";"AO090010000320";""
"13521";7966;1;"singleton";"AFUA_1G01940";"";""
"13522";7971;1;"singleton";"";"AO090102000322";""
"13523";7972;1;"singleton";"AFUA_4G14050";"";""
"13524";7975;1;"singleton";"AFUA_8G05975";"";""
"13525";7977;1;"singleton";"";"AO090010000517";""
"13526";7979;1;"singleton";"AFUA_8G02460";"";""
"13527";7981;1;"singleton";"AFUA_3G03520";"";""
"13528";7989;1;"singleton";"";"AO090023000327";""
"13529";7990;1;"singleton";"";"AO090026000716";""
"13530";7991;1;"singleton";"";"AO090001000702";""
"13531";7992;1;"singleton";"AFUA_4G14500";"";""
"13532";7995;1;"singleton";"AFUA_6G02242";"";""
"13533";7999;1;"singleton";"";"AO090023000581";""
"13534";8002;1;"singleton";"";"AO090003001260";""
"13535";8006;1;"singleton";"";"AO090701000414";""
"13536";8007;1;"singleton";"";"AO090102000321";""
"13537";8008;1;"singleton";"";"AO090103000442";""
"13538";8009;1;"singleton";"";"AO090113000118";""
"13539";8011;1;"singleton";"";"AO090026000014";""
"13540";8014;1;"singleton";"AFUA_1G13190";"";""
"13541";8018;1;"singleton";"";"AO090102000039";""
"13542";8022;1;"singleton";"";"";"1106274"
"13543";8025;1;"singleton";"";"AO090023000827";""
"13544";8026;1;"singleton";"AFUA_1G02340";"";""
"13545";8030;1;"singleton";"AFUA_4G01150";"";""
"13546";8036;1;"singleton";"AFUA_4G00760";"";""
"13547";8038;1;"singleton";"";"AO090023000532";""
"13548";8045;1;"singleton";"AFUA_7G08450";"";""
"13549";8046;1;"singleton";"";"AO090003000331";""
"13550";8047;1;"singleton";"";"AO090026000117";""
"13551";8050;1;"singleton";"AFUA_5G00950";"";""
"13552";8051;1;"singleton";"";"AO090010000152";""
"13553";8052;1;"singleton";"AFUA_4G03400";"";""
"13554";8053;1;"singleton";"";"AO090011000009";""
"13555";8055;1;"singleton";"AFUA_4G08260";"";""
"13556";8064;1;"singleton";"AFUA_6G14630";"";""
"13557";8069;1;"singleton";"";"AO090038000433";""
"13558";8070;1;"singleton";"AFUA_1G04600";"";""
"13559";8071;1;"singleton";"AFUA_5G10710";"";""
"13560";8073;1;"singleton";"AFUA_3G10500";"";""
"13561";8074;1;"singleton";"";"AO090011000593";""
"13562";8076;1;"singleton";"";"AO090005000907";""
"13563";8080;1;"singleton";"AFUA_5G11570";"";""
"13564";8081;1;"singleton";"AFUA_2G02640";"";""
"13565";8084;1;"singleton";"";"AO090113000086";""
"13566";8086;1;"singleton";"";"AO090009000132";""
"13567";8089;1;"singleton";"";"AO090005000334";""
"13568";8090;1;"singleton";"";"AO090026000791";""
"13569";8094;1;"singleton";"";"AO090011000551";""
"13570";8097;1;"singleton";"AFUA_1G03260";"";""
"13571";8099;1;"singleton";"";"";"40936"
"13572";8101;1;"singleton";"";"";"36209"
"13573";8104;1;"singleton";"AFUA_8G00620";"";""
"13574";8109;1;"singleton";"AFUA_7G06340";"";""
"13575";8111;1;"singleton";"";"AO090001000508";""
"13576";8115;1;"singleton";"";"AO090003000464";""
"13577";8118;1;"singleton";"AFUA_5G13715";"";""
"13578";8119;1;"singleton";"";"AO090012000882";""
"13579";8120;1;"singleton";"";"AO090020000367";""
"13580";8122;1;"singleton";"AFUA_5G08460";"";""
"13581";8134;1;"singleton";"AFUA_4G07530";"";""
"13582";8139;1;"singleton";"";"AO090003000094";""
"13583";8143;1;"singleton";"";"AO090003001161";""
"13584";8146;1;"singleton";"";"AO090026000263";""
"13585";8155;1;"singleton";"";"AO090010000690";""
"13586";8160;1;"singleton";"";"AO090023000552";""
"13587";8164;1;"singleton";"";"AO090012000074";""
"13588";8168;1;"singleton";"AFUA_7G00540";"";""
"13589";8169;1;"singleton";"AFUA_1G04370";"";""
"13590";8172;1;"singleton";"AFUA_1G12450";"";""
"13591";8175;1;"singleton";"";"AO090038000539";""
"13592";8178;1;"singleton";"";"AO090010000165";""
"13593";8179;1;"singleton";"";"AO090701000568";""
"13594";8180;1;"singleton";"AFUA_4G14550";"";""
"13595";8184;1;"singleton";"AFUA_3G09990";"";""
"13596";8188;1;"singleton";"AFUA_3G01710";"";""
"13597";8190;1;"singleton";"";"AO090026000002";""
"13598";8192;1;"singleton";"";"AO090005000031";""
"13599";8195;1;"singleton";"";"AO090010000590";""
"13600";8196;1;"singleton";"AFUA_2G17990";"";""
"13601";8198;1;"singleton";"";"AO090011000233";""
"13602";8205;1;"singleton";"AFUA_6G11520";"";""
"13603";8215;1;"singleton";"";"AO090701000276";""
"13604";8216;1;"singleton";"AFUA_8G03900";"";""
"13605";8219;1;"singleton";"AFUA_7G06440";"";""
"13606";8225;1;"singleton";"";"AO090011000454";""
"13607";8228;1;"singleton";"AFUA_5G13780";"";""
"13608";8229;1;"singleton";"AFUA_6G09640";"";""
"13609";8230;1;"singleton";"";"AO090138000200";""
"13610";8231;1;"singleton";"";"AO090011000682";""
"13611";8232;1;"singleton";"AFUA_4G06085";"";""
"13612";8234;1;"singleton";"";"AO090102000412";""
"13613";8236;1;"singleton";"";"AO090038000300";""
"13614";8238;1;"singleton";"AFUA_6G12180";"";""
"13615";8239;1;"singleton";"";"AO090020000393";""
"13616";8251;1;"singleton";"";"AO090701000512";""
"13617";8255;1;"singleton";"";"AO090003000329";""
"13618";8256;1;"singleton";"AFUA_1G00970";"";""
"13619";8257;1;"singleton";"";"AO090103000158";""
"13620";8258;1;"singleton";"";"AO090005001418";""
"13621";8259;1;"singleton";"";"AO090020000366";""
"13622";8266;1;"singleton";"";"AO090001000395";""
"13623";8278;1;"singleton";"";"AO090001000039";""
"13624";8283;1;"singleton";"";"AO090020000362";""
"13625";8284;1;"singleton";"";"AO090701000712";""
"13626";8290;1;"singleton";"";"AO090009000647";""
"13627";8291;1;"singleton";"AFUA_3G12910";"";""
"13628";8296;1;"singleton";"AFUA_2G03050";"";""
"13629";8297;1;"singleton";"AFUA_3G14410";"";""
"13630";8298;1;"singleton";"";"AO090010000442";""
"13631";8304;1;"singleton";"AFUA_5G00160";"";""
"13632";8305;1;"singleton";"AFUA_3G03960";"";""
"13633";8307;1;"singleton";"";"AO090120000074";""
"13634";8310;1;"singleton";"AFUA_3G02610";"";""
"13635";8311;1;"singleton";"AFUA_5G13440";"";""
"13636";8313;1;"singleton";"AFUA_6G09680";"";""
"13637";8317;1;"singleton";"";"AO090009000521";""
"13638";8320;1;"singleton";"";"AO090026000015";""
"13639";8322;1;"singleton";"";"AO090020000388";""
"13640";8326;1;"singleton";"AFUA_5G02640";"";""
"13641";8334;1;"singleton";"";"AO090005000012";""
"13642";8337;1;"singleton";"AFUA_3G02500";"";""
"13643";8342;1;"singleton";"AFUA_3G08990";"";""
"13644";8343;1;"singleton";"";"AO090026000239";""
"13645";8344;1;"singleton";"";"AO090005000988";""
"13646";8347;1;"singleton";"AFUA_4G00680";"";""
"13647";8348;1;"singleton";"AFUA_6G03150";"";""
"13648";8349;1;"singleton";"";"AO090113000065";""
"13649";8350;1;"singleton";"";"AO090138000082";""
"13650";8363;1;"singleton";"AFUA_6G14000";"";""
"13651";8365;1;"singleton";"AFUA_5G12760";"";""
"13652";8368;1;"singleton";"";"AO090026000240";""
"13653";8370;1;"singleton";"";"AO090102000533";""
"13654";8371;1;"singleton";"AFUA_4G00410";"";""
"13655";8373;1;"singleton";"";"AO090026000568";""
"13656";8375;1;"singleton";"";"AO090011000417";""
"13657";8377;1;"singleton";"";"AO090012000105";""
"13658";8379;1;"singleton";"";"AO090005000866";""
"13659";8389;1;"singleton";"";"AO090138000120";""
"13660";8390;1;"singleton";"";"AO090023000056";""
"13661";8392;1;"singleton";"";"AO090003000099";""
"13662";8394;1;"singleton";"AFUA_3G08250";"";""
"13663";8396;1;"singleton";"";"AO090166000003";""
"13664";8399;1;"singleton";"";"AO090009000679";""
"13665";8404;1;"singleton";"";"AO090012000109";""
"13666";8406;1;"singleton";"AFUA_6G09800";"";""
"13667";8408;1;"singleton";"";"AO090113000136";""
"13668";8411;1;"singleton";"";"AO090102000569";""
