cluster_number,cluster_type,fumigatus,niger,oryzae
15282,unique,AFUA_7G01500,,
15283,unique,,,AO090103000181
15284,unique,,fgenesh1_pg.chr_304_#_408,
15285,core,AFUA_6G08230,estExt_fgenesh1_pg.C_chr_701_t10157,AO090003000102
15286,unique,AFUA_2G14870,,
15287,unique,,e_gw1.701.919.1,
15288,unique,AFUA_6G05270,,
15289,unique,AFUA_5G14620,,
15290,unique,,,AO090113000100
15291,core,AFUA_5G09240,estExt_Genemark1.C_chr_401_t10293,AO090020000521
15292,core,AFUA_3G10330,Aspni5.estExt_fgenesh1_pm.C_70086,AO090003000582
15293,unique,,fgenesh1_kg.chr_802_#_66_#_470_1_CATW_CATX_CATY_CATZ,
15294,unique,,,AO090003000245
15295,unique,,,AO090012000095
15296,unique,,,AO090011000041
15297,unique,,Aspni5.fgenesh1_pg.C_scaffold_1000359,
15298,unique,,,AO090012000972
15299,unique,,Aspni5.fgenesh1_pg.C_scaffold_3000549,
15300,unique,,,AO090023000679
15301,unique,,gm1.8418_g,
15302,unique,,,AO090005000089
15303,unique,,,AO090003001458
15304,unique,,e_gw1.202.1037.1,
15305,core,AFUA_1G09410,MIX26870_16_83,AO090012000931
15306,unique,,,AO090023000974
15307,unique,AFUA_4G14705,,
15308,unique,,e_gw1.303.86.1,
15309,exclusively_absent,,estExt_Genemark1.C_chr_202_t20021,AO090005000897
15310,unique,,fgenesh1_pg.chr_304_#_105,
15311,core,AFUA_4G13040,Aspni5.e_gw1.1.998.1,AO090009000284
15312,exclusively_absent,AFUA_4G10960,MIX22152_15_89,
15313,unique,,MIX23022_1_12,
15314,unique,,gm1.9503_g,
15315,unique,AFUA_3G00500,,
15316,unique,,fgenesh1_pg.chr_701_#_612,
15317,exclusively_absent,,fgenesh1_kg.chr_402_#_256_#_2010_1_CATW_CATX_CATY_CATZ,AO090026000179
15318,unique,,CE35769_27,
15319,unique,AFUA_4G13113,,
15320,unique,,,AO090023000784
15321,unique,,gm1.7598_g,
15322,unique,,,AO090003001539
15323,unique,,,AO090026000617
15324,unique,,fgenesh1_pg.chr_301_#_262,
15325,unique,,,AO090005001462
15326,unique,,,AO090012000010
15327,unique,,,AO090020000616
15328,unique,AFUA_2G17630,,
15329,unique,AFUA_8G06820,,
15330,unique,,,AO090023000350
15331,exclusively_absent,,Aspni5.estExt_fgenesh1_pg.C_40081,AO090023000241
15332,unique,AFUA_5G13770,,
15333,unique,,fgenesh1_pg.chr_802_#_318,
15334,unique,,,AO090003000163
15335,unique,,CE38302_15,
15336,unique,AFUA_6G00210,,
15337,unique,,MIX27050_4_40,
15338,unique,AFUA_3G07440,,
15339,unique,,MIX24202_3_48,
15340,unique,,fgenesh1_kg.chr_202_#_314_#_1513_2_CATW_CATX_CATY_CATZ,
15341,unique,,fgenesh1_kg.chr_304_#_163_#_4391_1_EXTC_EXTD,
15342,unique,,,AO090009000097
15343,unique,,,AO090005000235
15344,core,AFUA_3G10700,CE21617_141,AO090003000615
15345,exclusively_absent,AFUA_3G03990,,AO090124000057
15346,unique,,,AO090102000021
15347,unique,AFUA_3G00460,,
15348,unique,,Aspni5.fgenesh1_pg.C_scaffold_3000849,
15349,unique,AFUA_1G00820,,
15350,unique,AFUA_2G03940,,
15351,unique,,,AO090001000568
15352,unique,,,AO090011000201
15353,core,AFUA_2G08720,Aspni5.fgenesh1_pm.C_scaffold_9000209,AO090011000833
15354,unique,AFUA_3G00410,,
15355,unique,,Aspni5.fgenesh1_pg.C_scaffold_9000095,
15356,unique,,,AO090010000166
15357,unique,,,AO090012000159
15358,unique,,fgenesh1_pg.chr_202_#_1179,
15359,core,AFUA_2G05950,estExt_Genemark1.C_chr_402_t30137,AO090001000712
15360,core,AFUA_2G03040,fgenesh1_pg.chr_401_#_520,AO090026000656
15361,unique,AFUA_3G02200,,
15362,unique,AFUA_3G15070,,
15363,unique,,fgenesh1_pg.chr_402_#_989,
15364,unique,,gw1.304.341.1,
15365,unique,,,AO090103000379
15366,unique,,,AO090010000388
15367,unique,,,AO090012000355
15368,unique,AFUA_1G00720,,
15369,unique,AFUA_1G05790,,
15370,core,AFUA_1G04070,fgenesh1_pg.chr_202_#_257,AO090003000938
15371,unique,,estExt_Genemark1.C_chr_802_t10153,
15372,exclusively_absent,AFUA_6G07140,,AO090012000935
15373,unique,,Aspni5.e_gw1.4.730.1,
15374,unique,,,AO090003000338
15375,exclusively_absent,AFUA_4G00870,estExt_Genemark1.C_chr_802_t20227,
15376,core,AFUA_7G02270,CE11127_40,AO090038000605
15377,core,AFUA_4G03420,gm1.1445_g,AO090011000217
15378,unique,,fgenesh1_pg.chr_602_#_311,
15379,unique,AFUA_5G01490,,
15380,unique,,,AO090113000101
15381,unique,AFUA_6G09860,,
15382,unique,AFUA_4G06220,,
15383,unique,,,AO090010000173
15384,unique,,,AO090012000746
15385,unique,,CE21873_42,
15386,core,AFUA_3G12840,estExt_Genewise1Plus.C_chr_202_t10130,AO090012000838
15387,exclusively_absent,AFUA_1G11200,CE41107_60,
15388,unique,,,AO090003000341
15389,unique,,,AO090010000509
15390,unique,AFUA_3G07155,,
15391,unique,AFUA_3G14120,,
15392,unique,,,AO090138000156
15393,unique,,Aspni5.estExt_fgenesh1_pg.C_110027,
15394,unique,,,AO090038000075
15395,unique,,,AO090009000238
15396,unique,,,AO090009000670
15397,unique,,fgenesh1_pg.chr_302_#_277,
15398,unique,,Aspni5.fgenesh1_pg.C_scaffold_7000240,
15399,unique,,Aspni5.fgenesh1_pg.C_scaffold_13000318,
15400,unique,AFUA_6G06535,,
15401,unique,AFUA_2G12800,,
15402,exclusively_absent,AFUA_3G07000,estExt_Genemark1.C_chr_402_t30096,
15403,unique,,,AO090010000228
15404,unique,,,AO090011000520
15405,unique,AFUA_6G03270,,
15406,unique,,,AO090023000224
15407,core,AFUA_2G04610,estExt_Genemark1.C_chr_701_t10357,AO090003000258
15408,core,AFUA_6G12490,estExt_Genemark1.C_chr_802_t20350,AO090009000151
15409,unique,,,AO090038000343
15410,unique,AFUA_2G03240,,
15411,unique,,,AO090020000542
15412,unique,,Aspni5.gw1.13.238.1,
15413,unique,,CE33921_135,
15414,unique,,CE9298_35,
15415,exclusively_absent,,fgenesh1_pm.chr_701_#_514,AO090011000502
15416,unique,AFUA_8G06785,,
15417,unique,AFUA_3G09160,,
15418,unique,,,AO090003000045
15419,unique,AFUA_7G05010,,
15420,exclusively_absent,,MIX3434_1_15,AO090020000093
15421,unique,AFUA_2G14380,,
15422,unique,,,AO090001000540
15423,unique,,Aspni5.fgenesh1_pg.C_scaffold_10000147,
15424,unique,,Aspni5.fgenesh1_pg.C_scaffold_3000404,
15425,unique,,Aspni5.gw1.3.694.1,
15426,unique,,,AO090023000014
15427,unique,,,AO090102000055
15428,unique,,Aspni5.gw1.6.350.1,
15429,unique,,fgenesh1_kg.chr_401_#_84_#_0_0_CATY2714.b1_CATW_CATX_CATY_CATZ,
15430,unique,AFUA_8G02220,,
15431,unique,,,AO090003001484
15432,unique,,,AO090005000046
15433,unique,,,AO090026000178
15434,unique,,,AO090103000175
15435,unique,,,AO090005000007
15436,unique,,,AO090103000042
15437,unique,,estExt_fgenesh1_pg.C_chr_302_t10137,
15438,unique,,Aspni5.fgenesh1_pg.C_scaffold_6000290,
15439,core,AFUA_6G04630,Aspni5.fgenesh1_pg.C_scaffold_6000072,AO090701000082
15440,core,AFUA_6G14240,fgenesh1_pm.chr_802_#_414,AO090103000413
15441,core,AFUA_4G05920,estExt_Genewise1Plus.C_chr_602_t10013,AO090023001006
15442,unique,,,AO090023000576
15443,core,AFUA_1G04690,gm1.1780_g,AO090003000900
15444,core,AFUA_3G01430,gm1.5312_g,AO090001000091
15445,unique,,,AO090038000522
15446,unique,,fgenesh1_pg.chr_402_#_934,
15447,exclusively_absent,AFUA_5G12000,MIX25725_15_77,
15448,unique,,,AO090023000289
15449,core,AFUA_6G02460,e_gw1.302.95.1,AO090120000132
15450,unique,AFUA_4G14110,,
15451,core,AFUA_5G10620,fgenesh1_kg.chr_102_#_262_#_372_1_CATW_CATX_CATY_CATZ,AO090010000474
15452,unique,AFUA_5G03280,,
15453,unique,AFUA_3G02110,,
15454,unique,,,AO090103000470
15455,core,AFUA_3G13890,fgenesh1_pg.chr_402_#_753,AO090012000765
15456,unique,AFUA_5G02820,,
15457,unique,,estExt_fgenesh1_pg.C_chr_602_t10445,
15458,unique,,,AO090020000585
15459,unique,,,AO090103000491
15460,unique,,,AO090012000897
15461,core,AFUA_3G06260,Aspni5.estExt_fgenesh1_pm.C_40362,AO090020000122
15462,unique,,,AO090011000067
15463,unique,,,AO090005000076
15464,unique,,,AO090038000182
15465,core,AFUA_7G06750,fgenesh1_kg.chr_304_#_394_#_631_1_EXTC_EXTD,AO090011000051
15466,unique,,,AO090005001403
15467,unique,,,AO090005000356
15468,unique,,,AO090120000036
15469,unique,,,AO090011000102
15470,exclusively_absent,AFUA_1G03810,gm1.9982_g,
15471,unique,,estExt_fgenesh1_pg.C_chr_2010290,
15472,core,AFUA_8G05310,CE28447_65,AO090005000618
15473,core,AFUA_5G01860,estExt_Genemark1.C_chr_502_t10130,AO090003001338
15474,core,AFUA_8G01690,CE2917_749,AO090012000174
15475,unique,,,AO090103000089
15476,unique,,fgenesh1_pg.chr_802_#_259,
15477,core,AFUA_1G04940,estExt_fgenesh1_pm.C_chr_202_t10223,AO090003000842
15478,unique,,Aspni5.fgenesh1_pg.C_scaffold_1000837,
15479,unique,,Aspni5.fgenesh1_pg.C_scaffold_8000221,
15480,unique,AFUA_2G12810,,
15481,unique,,,AO090206000096
15482,core,AFUA_8G07160,MIX19606_4_54,AO090009000087
15483,unique,,,AO090138000060
15484,unique,,,AO090011000387
15485,unique,,,AO090701000812
15486,unique,,,AO090003000794
15487,unique,AFUA_6G02575,,
15488,unique,,Aspni5.fgenesh1_pg.C_scaffold_17000185,
15489,unique,AFUA_8G02110,,
15490,unique,AFUA_1G07030,,
15491,unique,AFUA_8G05650,,
15492,unique,AFUA_5G01242,,
15493,exclusively_absent,,fgenesh1_kg.chr_402_#_397_#_5318_1_EXTC_EXTD,AO090003000705
15494,unique,,,AO090009000209
15495,unique,,,AO090003001394
15496,core,AFUA_4G04750,fgenesh1_pg.chr_102_#_4,AO090206000010
15497,exclusively_absent,AFUA_2G15270,fgenesh1_pg.chr_101_#_267,
15498,unique,,,AO090020000608
15499,unique,,,AO090010000423
15500,unique,AFUA_3G10370,,
15501,unique,,,AO090011000199
15502,unique,AFUA_2G09580,,
15503,unique,,,AO090011000053
15504,unique,,,AO090005000874
15505,core,AFUA_2G08320,estExt_fgenesh1_pm.C_chr_3020050,AO090011000872
15506,core,AFUA_3G07370,e_gw1.402.85.1,AO090020000179
15507,unique,,gm1.6204_g,
15508,unique,,estExt_fgenesh1_pg.C_chr_102_t10307,
15509,unique,,,AO090005001524
15510,unique,AFUA_1G02255,,
15511,unique,AFUA_4G09160,,
15512,unique,,,AO090701000827
15513,unique,,CE37095_116,
15514,unique,,,AO090011000430
15515,unique,,,AO090005001348
15516,core,AFUA_5G12820,MIX2787_2_47,AO090120000410
15517,core,AFUA_4G03030,Aspni5.estExt_fgenesh1_pg.C_80270,AO090012000176
15518,unique,,,AO090003000730
15519,unique,,Aspni5.fgenesh1_pg.C_scaffold_11000006,
15520,unique,,,AO090011000482
15521,unique,,gm1.8755_g,
15522,core,AFUA_6G04610,CE13977_18,AO090701000084
15523,unique,AFUA_8G01950,,
15524,exclusively_absent,,gm1.7204_g,AO090102000342
15525,exclusively_absent,AFUA_6G03910,fgenesh1_pg.chr_304_#_152,
15526,unique,AFUA_6G00730,,
15527,unique,,MIX18023_1_12,
15528,unique,,,AO090005000340
15529,unique,,Aspni5.fgenesh1_pg.C_scaffold_3000268,
15530,unique,,fgenesh1_kg.chr_402_#_465_#_6427_1_EXTC_EXTD,
15531,unique,,,AO090005001349
15532,unique,,,AO090023000952
15533,unique,,fgenesh1_pg.chr_502_#_232,
15534,exclusively_absent,AFUA_1G11480,Aspni5.estExt_GeneWisePlus.C_31762,
15535,exclusively_absent,AFUA_4G13240,estExt_fgenesh1_pg.C_chr_202_t20204,
15536,exclusively_absent,AFUA_3G14210,,AO090012000664
15537,unique,,gm1.1638_g,
15538,exclusively_absent,,Aspni5.e_gw1.18.475.1,AO090009000250
15539,unique,,fgenesh1_kg.chr_802_#_183_#_2257_1_CATW_CATX_CATY_CATZ,
15540,exclusively_absent,,Aspni5.fgenesh1_pg.C_scaffold_8000485,AO090003001355
15541,unique,AFUA_4G03170,,
15542,unique,,Aspni5.fgenesh1_pg.C_scaffold_2000658,
15543,unique,,,AO090011000435
15544,unique,,,AO090206000112
15545,unique,,,AO090020000621
15546,unique,AFUA_5G00220,,
15547,unique,,gm1.6902_g,
15548,unique,,Aspni5.fgenesh1_pg.C_scaffold_79000001,
15549,unique,,,AO090023000229
15550,unique,AFUA_6G10640,,
15551,unique,AFUA_3G00530,,
15552,core,AFUA_1G05660,Aspni5.fgenesh1_pg.C_scaffold_10000237,AO090009000370
15553,unique,,,AO090012000396
15554,unique,,,AO090005000713
15555,unique,,,AO090001000537
15556,unique,AFUA_1G17130,,
15557,exclusively_absent,AFUA_3G02740,,AO090103000112
15558,unique,,,AO090001000388
15559,core,AFUA_3G14540,gm1.9724_g,AO090701000554
15560,core,AFUA_1G06340,estExt_Genewise1Plus.C_chr_801_t20031,AO090001000413
15561,unique,,,AO090103000477
15562,unique,,,AO090011000265
15563,unique,,,AO090001000254
15564,unique,,,AO090005001016
15565,unique,,,AO090012000221
15566,unique,AFUA_8G04980,,
15567,unique,,fgenesh1_pg.chr_604_#_53,
15568,unique,AFUA_3G05575,,
15569,unique,,CE29385_46,
15570,core,AFUA_3G14260,fgenesh1_kg.chr_101_#_146_#_3219_1_EXTC_EXTD,AO090012000670
15571,unique,,,AO090012000276
15572,core,AFUA_8G03920,fgenesh1_pg.chr_503_#_189,AO090103000006
15573,unique,AFUA_3G03370,,
15574,exclusively_absent,AFUA_1G09754,gm1.10335_g,
15575,exclusively_absent,AFUA_2G17470,,AO090005000680
15576,unique,,Aspni5.fgenesh1_pg.C_scaffold_19000041,
15577,unique,,fgenesh1_pg.chr_202_#_475,
15578,unique,,,AO090005000652
15579,core,AFUA_4G05990,estExt_Genewise1.C_chr_602_t10029,AO090023000998
15580,unique,AFUA_1G00770,,
15581,unique,,,AO090020000095
15582,unique,,CE21733_27,
15583,unique,,,AO090020000178
15584,unique,,,AO090012000738
15585,unique,AFUA_5G09870,,
15586,unique,,,AO090001000144
15587,core,AFUA_4G13270,fgenesh1_kg.chr_202_#_528_#_400_1_CATW_CATX_CATY_CATZ,AO090009000257
15588,unique,,,AO090010000508
15589,unique,,estExt_Genemark1.C_chr_102_t10217,
15590,unique,AFUA_8G05100,,
15591,exclusively_absent,AFUA_3G03060,CE2543_516,
15592,unique,,gm1.51_g,
15593,exclusively_absent,,estExt_Genemark1.C_chr_304_t10224,AO090003000396
15594,unique,,,AO090124000043
15595,unique,,,AO090023000237
15596,unique,AFUA_2G12680,,
15597,unique,,,AO090011000232
15598,unique,,,AO090005001046
15599,unique,,,AO090701000012
15600,unique,,CE34278_65,
15601,core,AFUA_6G04760,fgenesh1_pg.chr_304_#_55,AO090701000062
15602,exclusively_absent,AFUA_4G10560,estExt_Genemark1.C_chr_602_t10493,
15603,unique,,fgenesh1_kg.chr_402_#_145_#_574_2_CATW_CATX_CATY_CATZ,
15604,unique,AFUA_1G16740,,
15605,core,AFUA_4G10240,MIX22344_34_47,AO090003001197
15606,unique,,Aspni5.fgenesh1_pg.C_scaffold_3000759,
15607,unique,,fgenesh1_pg.chr_101_#_77,
15608,unique,,MIX29183_1_19,
15609,unique,,fgenesh1_pm.chr_502_#_207,
15610,unique,AFUA_6G12150,,
15611,unique,,,AO090103000341
15612,unique,,gm1.3911_g,
15613,unique,,Aspni5.fgenesh1_pg.C_scaffold_6000505,
15614,unique,,Aspni5.fgenesh1_pg.C_scaffold_4000354,
15615,core,AFUA_6G02370,estExt_fgenesh1_pg.C_chr_302_t10438,AO090120000124
15616,unique,AFUA_5G01248,,
15617,unique,,,AO090020000557
15618,unique,,CE8118_39,
15619,unique,AFUA_2G01300,,
15620,unique,AFUA_4G10640,,
15621,unique,,,AO090003001474
15622,unique,,e_gw1.502.1030.1,
15623,unique,,fgenesh1_pg.chr_202_#_1017,
15624,exclusively_absent,AFUA_1G03690,,AO090003000977
15625,exclusively_absent,AFUA_2G16500,fgenesh1_kg.chr_304_#_374_#_7656_1_EXTC_EXTD,
15626,unique,,,AO090012000387
15627,unique,,,AO090005000744
15628,unique,,,AO090003001314
15629,unique,AFUA_6G00193,,
15630,unique,AFUA_3G08890,,
15631,unique,,estExt_fgenesh1_pg.C_chr_602_t10037,
15632,unique,,fgenesh1_pg.chr_802_#_963,
15633,unique,,estExt_fgenesh1_pg.C_chr_602_t10039,
15634,unique,,,AO090011000311
15635,core,AFUA_3G14430,Aspni5.fgenesh1_pm.C_scaffold_11000131,AO090701000588
15636,core,AFUA_6G11150,gm1.10803_g,AO090023000501
15637,unique,,,AO090011000106
15638,unique,,estExt_fgenesh1_pg.C_chr_102_t10181,
15639,core,AFUA_1G09810,estExt_Genemark1.C_chr_802_t10130,AO090038000452
15640,unique,,,AO090011000431
15641,unique,AFUA_3G13290,,
15642,unique,,,AO090010000123
15643,unique,,,AO090026000777
15644,unique,,,AO090020000276
15645,core,AFUA_7G05950,estExt_fgenesh1_pg.C_chr_401_t10118,AO090005000459
15646,unique,,,AO090010000268
15647,unique,,CE14682_47,
15648,unique,,,AO090011000033
15649,core,AFUA_7G01470,estExt_Genewise1Plus.C_chr_301_t20117,AO090010000224
15650,unique,AFUA_3G03470,,
15651,exclusively_absent,AFUA_7G06040,Aspni5.estExt_Genewise1.C_51511,
15652,unique,,fgenesh1_pg.chr_601_#_236,
15653,unique,AFUA_8G05130,,
15654,unique,AFUA_3G10410,,
15655,unique,,fgenesh1_kg.chr_302_#_96_#_10279_1_EXTC_EXTD,
15656,unique,,,AO090005000861
15657,unique,,,AO090023000386
15658,unique,,,AO090010000052
15659,unique,,,AO090003001303
15660,unique,,,AO090010000143
15661,unique,,,AO090026000119
15662,unique,,,AO090012000030
15663,unique,AFUA_2G13940,,
15664,unique,,MIX12192_16_86,
15665,unique,,,AO090012000313
15666,unique,,,AO090003000159
15667,unique,,,AO090009000253
15668,unique,,Aspni5.fgenesh1_pg.C_scaffold_16000221,
15669,unique,,fgenesh1_pg.chr_202_#_468,
15670,unique,,,AO090038000299
15671,exclusively_absent,,gw1.304.231.1,AO090005000241
15672,unique,,,AO090103000126
15673,core,AFUA_1G11730,e_gw1.402.1125.1,AO090038000254
15674,core,AFUA_7G05290,CE16752_605,AO090005000265
15675,unique,,,AO090023000077
15676,core,AFUA_1G04530,estExt_Genemark1.C_chr_202_t10329,AO090003000872
15677,unique,,,AO090102000194
15678,unique,,,AO090020000470
15679,unique,,,AO090120000004
15680,unique,,,AO090005000687
15681,unique,,,AO090003000372
15682,unique,,,AO090005000310
15683,unique,,,AO090102000078
15684,unique,,fgenesh1_pg.chr_304_#_544,
15685,unique,AFUA_4G00880,,
15686,core,AFUA_5G07890,estExt_Genemark1.C_chr_601_t10292,AO090701000700
15687,unique,,,AO090011000696
15688,unique,,Aspni5.fgenesh1_pg.C_scaffold_11000194,
15689,unique,,gm1.1505_g,
15690,exclusively_absent,AFUA_7G06010,estExt_Genemark1.C_chr_401_t10124,
15691,unique,,fgenesh1_pg.chr_401_#_384,
15692,unique,,estExt_Genewise1.C_chr_302_t10369,
15693,exclusively_absent,,Aspni5.fgenesh1_pg.C_scaffold_9000019,AO090020000549
15694,unique,,,AO090102000030
15695,unique,,,AO090102000404
15696,unique,,Aspni5.fgenesh1_pg.C_scaffold_9000203,
15697,core,AFUA_6G04300,gm1.3835_g,AO090701000121
15698,unique,,,AO090011000108
15699,unique,,,AO090003000994
15700,unique,,,AO090020000574
15701,unique,,Aspni5.fgenesh1_pg.C_scaffold_1001094,
15702,unique,,,AO090138000008
15703,unique,,,AO090011000147
15704,core,AFUA_8G07190,fgenesh1_pg.chr_102_#_558,AO090138000059
15705,unique,,,AO090003001546
15706,unique,,Aspni5.gw1.2.1941.1,
15707,core,AFUA_4G07320,estExt_Genemark1.C_chr_602_t10140,AO090023000841
15708,unique,,fgenesh1_pg.chr_102_#_486,
15709,unique,,,AO090023000555
15710,exclusively_absent,AFUA_4G09250,,AO090023000611
15711,unique,,,AO090020000559
15712,unique,,estExt_fgenesh1_pg.C_chr_302_t10414,
15713,core,AFUA_1G16840,fgenesh1_pg.chr_202_#_797,AO090005000996
15714,unique,AFUA_2G13265,,
15715,core,AFUA_4G08130,estExt_Genewise1Plus.C_chr_602_t10377,AO090023000757
15716,unique,,gm1.8340_g,
15717,unique,,gm1.9821_g,
15718,core,AFUA_6G13170,estExt_fgenesh1_pg.C_chr_802_t20261,AO090003000442
15719,exclusively_absent,AFUA_6G03830,CE14358_552,
15720,unique,,fgenesh1_pg.chr_701_#_156,
15721,core,AFUA_1G14970,MIX6583_7_62,AO090005001232
15722,unique,AFUA_6G03350,,
15723,unique,,,AO090138000180
15724,unique,,MIX26620_38_93,
15725,unique,AFUA_8G06554,,
15726,unique,,fgenesh1_pg.chr_302_#_298,
15727,unique,,,AO090003000703
15728,unique,,fgenesh1_pg.chr_402_#_195,
15729,unique,AFUA_3G00865,,
15730,unique,,,AO090701000806
15731,unique,,estExt_Genemark1.C_chr_3010054,
15732,core,AFUA_5G11320,fgenesh1_kg.chr_202_#_109_#_1_194_EXTC_EXTD,AO090026000708
15733,unique,AFUA_4G00225,,
15734,unique,AFUA_2G01380,,
15735,unique,,,AO090009000121
15736,unique,,,AO090005000052
15737,unique,,,AO090102000377
15738,unique,,gm1.931_g,
15739,unique,,gm1.3892_g,
15740,unique,,,AO090012000036
15741,unique,,,AO090166000088
15742,unique,,,AO090011000225
15743,unique,,Aspni5.fgenesh1_pg.C_scaffold_16000035,
15744,unique,,,AO090663000004
15745,unique,,,AO090020000687
15746,core,AFUA_3G12520,gm1.5827_g,AO090005000716
15747,unique,,,AO090005000499
15748,unique,,,AO090005000398
15749,unique,,estExt_fgenesh1_pg.C_chr_601_t10222,
15750,unique,,e_gw1.9.44.1,
15751,unique,,,AO090001000341
15752,unique,,estExt_fgenesh1_pg.C_chr_2010214,
15753,unique,AFUA_3G01130,,
15754,core,AFUA_1G12970,Aspni5.fgenesh1_pm.C_scaffold_3000284,AO090012000596
15755,unique,,,AO090023000172
15756,unique,,gm1.10958_g,
15757,core,AFUA_4G10280,estExt_Genemark1.C_chr_602_t20022,AO090003001194
15758,unique,,Aspni5.fgenesh1_pg.C_scaffold_3000544,
15759,unique,AFUA_6G02515,,
15760,core,AFUA_5G09370,estExt_fgenesh1_pg.C_chr_401_t10257,AO090020000554
15761,unique,,gm1.6203_g,
15762,core,AFUA_3G11290,gm1.5696_g,AO090003000681
15763,unique,,,AO090026000108
15764,unique,,,AO090012000656
15765,unique,,Aspni5.gw1.8.971.1,
15766,unique,,MIX27826_12_74,
15767,unique,,,AO090701000805
15768,unique,,,AO090102000060
15769,unique,AFUA_4G11490,,
15770,unique,,fgenesh1_pg.chr_302_#_503,
15771,unique,AFUA_1G00710,,
15772,unique,,,AO090003000641
15773,unique,,,AO090020000244
15774,unique,,CE13500_256,
15775,unique,,fgenesh1_pg.chr_701_#_18,
15776,core,AFUA_4G10320,estExt_fgenesh1_pg.C_chr_602_t20012,AO090003001189
15777,unique,,,AO090011000792
15778,exclusively_absent,AFUA_1G01520,,AO090038000445
15779,unique,AFUA_7G06160,,
15780,unique,,,AO090120000499
15781,unique,,,AO090001000539
15782,unique,,,AO090005001398
15783,unique,,,AO090023000545
15784,exclusively_absent,AFUA_4G08120,,AO090001000118
15785,core,AFUA_3G08420,Aspni5.estExt_GeneWisePlus.C_22156,AO090005001431
15786,unique,,gm1.1672_g,
15787,unique,,estExt_fgenesh1_pg.C_chr_401_t10138,
15788,unique,,Aspni5.fgenesh1_pg.C_scaffold_10000098,
15789,unique,,,AO090102000468
15790,unique,,,AO090005001322
15791,unique,,fgenesh1_pg.chr_601_#_224,
15792,unique,,Aspni5.fgenesh1_pg.C_scaffold_12000171,
15793,unique,,gm1.4834_g,
15794,unique,,,AO090009000467
15795,unique,,Aspni5.fgenesh1_pg.C_scaffold_6000430,
15796,unique,AFUA_5G09730,,
15797,core,AFUA_6G05045,estExt_Genemark1.C_chr_304_t10029,AO090701000033
15798,unique,,,AO090026000298
15799,unique,AFUA_3G03000,,
15800,core,AFUA_3G11420,gm1.5711_g,AO090003000696
15801,unique,,,AO090001000025
15802,unique,,,AO090003000284
15803,unique,,fgenesh1_pg.chr_402_#_982,
15804,unique,,,AO090102000012
15805,unique,,,AO090009000661
15806,unique,AFUA_1G01980,,
15807,unique,,,AO090003000117
15808,unique,,CE24538_105,
15809,unique,,,AO090011000956
15810,unique,AFUA_6G09745,,
15811,core,AFUA_6G02970,estExt_Genewise1.C_chr_302_t20093,AO090026000785
15812,unique,,,AO090038000066
15813,unique,,,AO090026000634
15814,unique,,fgenesh1_pg.chr_502_#_240,
15815,unique,,,AO090005000519
15816,exclusively_absent,,estExt_Genewise1.C_chr_202_t30198,AO090005001042
15817,unique,,fgenesh1_pg.chr_604_#_8,
15818,unique,,gm1.6378_g,
15819,core,AFUA_4G04355,estExt_fgenesh1_pg.C_chr_102_t10043,AO090206000057
15820,unique,,gm1.7912_g,
15821,unique,,e_gw1.802.39.1,
15822,unique,,fgenesh1_pg.chr_402_#_26,
